SMILES,Molecule Name,Molecular Formula,Bond Information,Functional Groups,Atom Information,Symmetry,Planarity,Molecular weight,PiPi Stacking Potential,Energetics,ESP,oxygen_balance,Heat of formation,NO2 Count,NH2 Count,H Count
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,C19H23Cl2N5O,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (AROMATIC), 10-11 (DOUBLE), 10-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 2-19 (SINGLE), 19-20 (AROMATIC), 20-21 (AROMATIC), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 21-25 (SINGLE), 5-0 (SINGLE), 18-9 (AROMATIC), 17-12 (AROMATIC), 24-19 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: N, 3: C, 4: C, 5: N, 6: C, 7: C, 8: C, 9: N, 10: C, 11: O, 12: N, 13: C, 14: C, 15: C, 16: C, 17: C, 18: N, 19: C, 20: C, 21: C, 22: C, 23: C, 24: C, 25: Cl, 26: Cl",Non-symmetric,Non-Planar,408.333,1633.332,No,-2.77555756156289E-16,-96.0816294543914,2360,0,0,0
CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,C11H19NO7S,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 10-12 (SINGLE), 8-13 (SINGLE), 5-14 (SINGLE), 15-16 (SINGLE), 16-17 (DOUBLE), 16-18 (DOUBLE), 16-19 (SINGLE), 11-6 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: N, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: O, 13: O, 14: O, 15: O, 16: S, 17: O, 18: O, 19: O",Non-symmetric,Planar,309.34,309.34,No,-4.9960036108132E-16,-63.7938837525053,747,0,0,0
CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,C19H24F6N2O5,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 8-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (DOUBLE), 12-14 (SINGLE), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 18-20 (SINGLE), 20-21 (SINGLE), 21-22 (SINGLE), 22-23 (SINGLE), 22-24 (SINGLE), 22-25 (SINGLE), 15-26 (SINGLE), 26-27 (SINGLE), 27-28 (SINGLE), 28-29 (SINGLE), 28-30 (SINGLE), 28-31 (SINGLE), 9-4 (SINGLE), 19-14 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: O, 3: O, 4: C, 5: C, 6: C, 7: N, 8: C, 9: C, 10: C, 11: N, 12: C, 13: O, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: O, 21: C, 22: C, 23: F, 24: F, 25: F, 26: O, 27: C, 28: C, 29: F, 30: F, 31: F",Non-symmetric,Non-Planar,474.398,948.796,No,-6.38378239159465E-16,-83.1365224979869,944,0,0,0
CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,C24H29N3O6,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 2-5 (SINGLE), 5-6 (SINGLE), 6-7 (DOUBLE), 6-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-21 (AROMATIC), 20-22 (SINGLE), 22-23 (DOUBLE), 10-24 (SINGLE), 25-26 (DOUBLE), 26-27 (SINGLE), 27-28 (DOUBLE), 27-29 (SINGLE), 25-30 (SINGLE), 30-31 (DOUBLE), 30-32 (SINGLE), 23-8 (SINGLE), 22-11 (SINGLE), 21-13 (AROMATIC), 21-16 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: C, 3: C, 4: O, 5: N, 6: C, 7: O, 8: C, 9: C, 10: N, 11: C, 12: C, 13: C, 14: C, 15: N, 16: C, 17: C, 18: C, 19: C, 20: C, 21: C, 22: C, 23: C, 24: C, 25: C, 26: C, 27: C, 28: O, 29: O, 30: C, 31: O, 32: O",Non-symmetric,Non-Planar,455.511,1822.044,No,2.22044604925031E-16,-78.9247680077978,1416,0,0,0
CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O.C(=C\C(=O)O)\C(=O)O,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,C17H28N4O7S,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 1-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 6-20 (SINGLE), 21-22 (DOUBLE), 22-23 (SINGLE), 23-24 (DOUBLE), 23-25 (SINGLE), 21-26 (SINGLE), 26-27 (DOUBLE), 26-28 (SINGLE), 13-9 (AROMATIC), 19-14 (SINGLE)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: C, 3: C, 4: N, 5: C, 6: C, 7: C, 8: O, 9: C, 10: N, 11: S, 12: N, 13: C, 14: N, 15: C, 16: C, 17: O, 18: C, 19: C, 20: O, 21: C, 22: C, 23: C, 24: O, 25: O, 26: C, 27: O, 28: O",Non-symmetric,Non-Planar,432.499,864.998,No,-6.66133814775094E-16,-74.1039863675986,2163,0,0,0
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,C18H23N3O4S,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 4-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (DOUBLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 7-14 (SINGLE), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 16-20 (SINGLE), 21-22 (SINGLE), 22-23 (DOUBLE), 22-24 (DOUBLE), 22-25 (SINGLE), 6-1 (AROMATIC), 13-9 (SINGLE), 19-14 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: N, 8: C, 9: C, 10: N, 11: C, 12: C, 13: N, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: O, 21: C, 22: S, 23: O, 24: O, 25: O",Non-symmetric,Non-Planar,377.466,1132.398,No,2.22044604925031E-16,-83.0448305277826,1691,0,0,0
CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O.Cl,C23H28ClN3O7,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (SINGLE), 14-15 (DOUBLE), 15-16 (SINGLE), 16-17 (DOUBLE), 16-18 (SINGLE), 18-19 (SINGLE), 19-20 (DOUBLE), 20-21 (SINGLE), 21-22 (DOUBLE), 20-23 (SINGLE), 23-24 (DOUBLE), 23-25 (SINGLE), 19-26 (SINGLE), 18-27 (SINGLE), 14-28 (SINGLE), 12-29 (SINGLE), 9-30 (SINGLE), 30-31 (SINGLE), 30-32 (SINGLE), 21-3 (SINGLE), 18-4 (SINGLE), 15-6 (SINGLE), 13-8 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: O, 18: C, 19: C, 20: C, 21: C, 22: O, 23: C, 24: O, 25: N, 26: O, 27: O, 28: O, 29: O, 30: N, 31: C, 32: C, 33: Cl",Non-symmetric,Non-Planar,493.944,1975.776,No,2.22044604925031E-16,-77.3253648186839,1416,0,1,0
CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC.Cl,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,C21H29ClN2O5,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 9-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (DOUBLE), 14-16 (SINGLE), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-21 (AROMATIC), 20-22 (SINGLE), 22-23 (SINGLE), 19-24 (SINGLE), 24-25 (SINGLE), 18-26 (SINGLE), 26-27 (SINGLE), 11-6 (AROMATIC), 21-16 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: O, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: N, 14: C, 15: O, 16: C, 17: C, 18: C, 19: C, 20: C, 21: C, 22: O, 23: C, 24: O, 25: C, 26: O, 27: C, 28: Cl",Non-symmetric,Planar,424.925,849.85,No,-9.43689570931383E-16,-81.173148202624,944,0,0,0
C[C@@H](C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,C17H22I3N3O8,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (DOUBLE), 2-4 (SINGLE), 4-5 (SINGLE), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (SINGLE), 9-12 (SINGLE), 12-13 (DOUBLE), 12-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 15-18 (SINGLE), 18-19 (SINGLE), 8-20 (SINGLE), 7-21 (SINGLE), 21-22 (DOUBLE), 21-23 (SINGLE), 23-24 (SINGLE), 24-25 (SINGLE), 25-26 (SINGLE), 24-27 (SINGLE), 27-28 (SINGLE), 6-29 (SINGLE), 1-30 (SINGLE), 10-5 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: O, 4: N, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: I, 12: C, 13: O, 14: N, 15: C, 16: C, 17: O, 18: C, 19: O, 20: I, 21: C, 22: O, 23: N, 24: C, 25: C, 26: O, 27: C, 28: O, 29: I, 30: O",Non-symmetric,Planar,777.088,777.088,No,2.77555756156289E-17,-83.5282490528743,1416,0,0,0
N.Cl,Cl.N,H4ClN,No bonds,,"0: N, 1: Cl",Symmetric,Planar,53.492,0,No,5.55111512312578E-17,-100,472,0,0,0
CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,C20H23BrN2O4,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 9-12 (SINGLE), 5-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 19-20 (DOUBLE), 20-21 (SINGLE), 21-22 (DOUBLE), 21-23 (SINGLE), 19-24 (SINGLE), 24-25 (DOUBLE), 24-26 (SINGLE), 11-6 (AROMATIC), 18-13 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: Br, 13: C, 14: C, 15: C, 16: C, 17: C, 18: N, 19: C, 20: C, 21: C, 22: O, 23: O, 24: C, 25: O, 26: O",Non-symmetric,Planar,435.318,870.636,No,1.11022302462516E-16,-85.2981039148393,944,0,0,0
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,C20H24ClN,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (DOUBLE), 6-7 (SINGLE), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-6 (SINGLE), 12-7 (AROMATIC), 20-15 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: C, 21: Cl",Non-symmetric,Non-Planar,313.872,941.616,No,-5.55111512312578E-17,-100,472,0,0,0
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl,C26H28ClNO9,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 5-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (SINGLE), 16-19 (SINGLE), 19-20 (DOUBLE), 19-21 (SINGLE), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 25-26 (AROMATIC), 26-27 (SINGLE), 27-28 (DOUBLE), 14-29 (SINGLE), 10-30 (SINGLE), 30-31 (DOUBLE), 30-32 (SINGLE), 10-33 (SINGLE), 3-34 (SINGLE), 2-35 (SINGLE), 6-1 (SINGLE), 13-8 (SINGLE), 17-12 (AROMATIC), 27-15 (SINGLE), 26-21 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: O, 7: O, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: O, 19: C, 20: O, 21: C, 22: C, 23: C, 24: C, 25: C, 26: C, 27: C, 28: O, 29: O, 30: C, 31: O, 32: C, 33: O, 34: N, 35: O, 36: Cl",Non-symmetric,Non-Planar,533.961,2669.805,No,-3.88578058618805E-16,-73.03173827302,472,0,1,0
CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],C30H60I3N3O3,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 2-5 (SINGLE), 5-6 (SINGLE), 2-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 12-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (SINGLE), 19-22 (SINGLE), 22-23 (SINGLE), 19-24 (SINGLE), 24-25 (SINGLE), 11-26 (SINGLE), 26-27 (SINGLE), 27-28 (SINGLE), 28-29 (SINGLE), 29-30 (SINGLE), 30-31 (SINGLE), 29-32 (SINGLE), 32-33 (SINGLE), 29-34 (SINGLE), 34-35 (SINGLE), 15-10 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: N, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: O, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: O, 17: C, 18: C, 19: N, 20: C, 21: C, 22: C, 23: C, 24: C, 25: C, 26: O, 27: C, 28: C, 29: N, 30: C, 31: C, 32: C, 33: C, 34: C, 35: C, 36: I, 37: I, 38: I",Non-symmetric,Planar,891.540000000001,891.540000000001,No,-5.48172618408671E-16,-94.6160576081836,1416,0,0,0
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,C23H31FO6,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (DOUBLE), 5-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (DOUBLE), 19-20 (SINGLE), 20-21 (DOUBLE), 20-22 (SINGLE), 22-23 (SINGLE), 23-24 (SINGLE), 24-25 (SINGLE), 14-26 (SINGLE), 13-27 (SINGLE), 11-28 (SINGLE), 7-29 (SINGLE), 11-7 (SINGLE), 15-10 (SINGLE), 24-14 (SINGLE), 24-18 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: O, 3: O, 4: C, 5: C, 6: O, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: C, 21: O, 22: C, 23: C, 24: C, 25: C, 26: F, 27: O, 28: C, 29: O",Non-symmetric,Non-Planar,422.493,1689.972,No,-3.60822483003176E-16,-77.2777300452315,0,0,0,0
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O,C21H32N3O5P,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 6-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 6-19 (SINGLE), 19-20 (DOUBLE), 19-21 (SINGLE), 3-22 (SINGLE), 22-23 (SINGLE), 22-24 (SINGLE), 25-26 (SINGLE), 26-27 (DOUBLE), 26-28 (SINGLE), 26-29 (SINGLE), 12-7 (AROMATIC), 18-13 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: N, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: N, 19: C, 20: O, 21: N, 22: C, 23: C, 24: C, 25: O, 26: P, 27: O, 28: O, 29: O",Non-symmetric,Planar,437.477,874.954,No,2.77555756156289E-16,-81.7133243576234,1416,0,1,0
C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,C11H12ClN5,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 3-6 (SINGLE), 6-7 (DOUBLE), 7-8 (SINGLE), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 11-14 (SINGLE), 9-15 (SINGLE), 5-0 (AROMATIC), 13-8 (AROMATIC)",Aromatic,"0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: N, 7: N, 8: C, 9: C, 10: N, 11: C, 12: C, 13: C, 14: N, 15: N, 16: Cl",Non-symmetric,Planar,249.705,499.41,No,-2.77555756156289E-17,-100,2360,0,2,0
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)[O-])C.[Na+],CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],C20H22N5NaO6S,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 4-6 (SINGLE), 6-7 (SINGLE), 7-8 (DOUBLE), 6-9 (SINGLE), 9-10 (SINGLE), 10-11 (DOUBLE), 10-12 (SINGLE), 12-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 12-19 (SINGLE), 19-20 (SINGLE), 20-21 (DOUBLE), 20-22 (SINGLE), 22-23 (SINGLE), 23-24 (SINGLE), 24-25 (SINGLE), 25-26 (SINGLE), 26-27 (DOUBLE), 2-28 (SINGLE), 28-29 (DOUBLE), 28-30 (SINGLE), 1-31 (SINGLE), 5-1 (SINGLE), 7-3 (SINGLE), 18-13 (AROMATIC), 26-22 (SINGLE)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: N, 4: C, 5: S, 6: C, 7: C, 8: O, 9: N, 10: C, 11: O, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: N, 20: C, 21: O, 22: N, 23: C, 24: C, 25: N, 26: C, 27: O, 28: C, 29: O, 30: O, 31: C, 32: Na",Non-symmetric,Non-Planar,483.482,1933.928,No,2.98372437868011E-16,-80.1440384543789,2635,0,0,0
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)[O-].[Na+],CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],C17H16N3NaO6S2,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (DOUBLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (DOUBLE), 9-12 (SINGLE), 12-13 (SINGLE), 13-14 (DOUBLE), 13-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-21 (AROMATIC), 21-22 (AROMATIC), 8-23 (SINGLE), 23-24 (SINGLE), 6-25 (SINGLE), 25-26 (DOUBLE), 25-27 (SINGLE), 24-5 (SINGLE), 10-7 (SINGLE), 22-17 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: O, 3: O, 4: C, 5: C, 6: C, 7: N, 8: C, 9: C, 10: C, 11: O, 12: N, 13: C, 14: O, 15: C, 16: S, 17: C, 18: C, 19: C, 20: N, 21: C, 22: C, 23: S, 24: C, 25: C, 26: O, 27: O, 28: Na",Non-symmetric,Non-Planar,445.454,1336.362,No,-1.38777878078145E-16,-78.4489532027999,1966,0,0,0
CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3.Cl,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl,C22H29ClN2O2,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (DOUBLE), 3-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 8-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 16-19 (SINGLE), 5-20 (SINGLE), 20-21 (AROMATIC), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 10-5 (SINGLE), 18-13 (AROMATIC), 25-20 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: O, 3: C, 4: O, 5: C, 6: C, 7: C, 8: N, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: N, 20: C, 21: C, 22: C, 23: C, 24: C, 25: C, 26: Cl",Non-symmetric,Non-Planar,388.939,1166.817,No,6.66133814775094E-16,-91.7724887450217,944,0,1,0
